;FFMETADATA1
album=TWiT March 2009
artist=Leo Laporte and the TWiTs
comment=http://twit.tv/185
genre=Podcast
title=TWiT 185: Craig's Lust
date=2009
id3v2_priv.XMP=<?xpacket begin\="\\xef\\xbb\\xbf" id\="W5M0MpCehiHzreSzNTczkc9d"?>\\x0a<x:xmpmeta xmlns:x\="adobe:ns:meta/" x:xmptk\="3.1.2-113">\\x0a <rdf:RDF xmlns:rdf\="http://www.w3.org/1999/02/22-rdf-syntax-ns\#">\\x0a  <rdf:Description rdf:about\=""\\x0a    xmlns:xmpDM\="http://ns.adobe.com/xmp/1.0/DynamicMedia/"\\x0a    xmlns:dc\="http://purl.org/dc/elements/1.1/"\\x0a   xmpDM:audioSampleRate\="44100"\\x0a   xmpDM:audioSampleType\="32-bit"\\x0a   xmpDM:audioChannelType\="1"\\x0a   xmpDM:audioCompressor\="Windows PCM IEEE Float  (0.24 float type 3)"\\x0a   xmpDM:duration\="1:24:22.658"\\x0a   xmpDM:loop\="False"\\x0a   xmpDM:numberOfBeats\="12573"\\x0a   xmpDM:key\="C"\\x0a   xmpDM:tempo\="149"\\x0a   xmpDM:stretchMode\="Fixed Length"\\x0a   xmpDM:relativeTimestamp\=""\\x0a   xmpDM:genre\="Other">\\x0a   <dc:title>\\x0a    <rdf:Alt>\\x0a     <rdf:li xml:lang\="x-default">\\xe2\\x82\\xacR?</rdf:li>\\x0a    </rdf:Alt>\\x0a   </dc:title>\\x0a  </rdf:Description>\\x0a </rdf:RDF>\\x0a</x:xmpmeta>\\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                     \\x0a<?xpacket end\="w"?>
encoder=Lavf58.76.100
;FFMETADATA1
album=TWiT March 2009
artist=Leo Laporte and the TWiTs
comment=http://twit.tv/185
genre=Podcast
title=TWiT 185: Craig's Lust
date=2009
id3v2_priv.XMP=<?xpacket begin\="\\xef\\xbb\\xbf" id\="W5M0MpCehiHzreSzNTczkc9d"?>\\x0a<x:xmpmeta xmlns:x\="adobe:ns:meta/" x:xmptk\="3.1.2-113">\\x0a <rdf:RDF xmlns:rdf\="http://www.w3.org/1999/02/22-rdf-syntax-ns\#">\\x0a  <rdf:Description rdf:about\=""\\x0a    xmlns:xmpDM\="http://ns.adobe.com/xmp/1.0/DynamicMedia/"\\x0a    xmlns:dc\="http://purl.org/dc/elements/1.1/"\\x0a   xmpDM:audioSampleRate\="44100"\\x0a   xmpDM:audioSampleType\="32-bit"\\x0a   xmpDM:audioChannelType\="1"\\x0a   xmpDM:audioCompressor\="Windows PCM IEEE Float  (0.24 float type 3)"\\x0a   xmpDM:duration\="1:24:22.658"\\x0a   xmpDM:loop\="False"\\x0a   xmpDM:numberOfBeats\="12573"\\x0a   xmpDM:key\="C"\\x0a   xmpDM:tempo\="149"\\x0a   xmpDM:stretchMode\="Fixed Length"\\x0a   xmpDM:relativeTimestamp\=""\\x0a   xmpDM:genre\="Other">\\x0a   <dc:title>\\x0a    <rdf:Alt>\\x0a     <rdf:li xml:lang\="x-default">\\xe2\\x82\\xacR?</rdf:li>\\x0a    </rdf:Alt>\\x0a   </dc:title>\\x0a  </rdf:Description>\\x0a </rdf:RDF>\\x0a</x:xmpmeta>\\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                                    \\x0a                                                                                     \\x0a<?xpacket end\="w"?>
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:04.000]   [ Sound Effects ]
[00:04:25.000 --> 00:04:29.000]   over 500 people talking about how to better their laid-off time.
[00:04:29.000 --> 00:04:30.000]   >> Isn't that wild?
[00:04:30.000 --> 00:04:31.000]   Yeah.
[00:04:31.000 --> 00:04:32.000]   That's great.
[00:04:32.000 --> 00:04:35.000]   >> So I guess you're looking for -- you hope for less people to
[00:04:35.000 --> 00:04:36.000]   show up.
[00:04:36.000 --> 00:04:37.000]   >> Oh, that's a good point.
[00:04:37.000 --> 00:04:39.000]   >> Yeah, it's going to say, I don't know if -- I mean, not to
[00:04:39.000 --> 00:04:41.000]   take anything away from the effort, but we'd all rather have
[00:04:41.000 --> 00:04:44.000]   happily employed in searching for better jobs camp or health
[00:04:44.000 --> 00:04:45.000]   >> Absolutely.
[00:04:45.000 --> 00:04:48.000]   Although Leo and I were discussing the future of work and how we
[00:04:48.000 --> 00:04:50.000]   might use Laid-Off Camp to --
[00:04:50.000 --> 00:04:53.000]   >> It's kind of an opportunity to say --
[00:04:53.000 --> 00:04:56.000]   >> It's not going to --
[00:04:56.000 --> 00:04:57.000]   >> It's not going to --
[00:04:57.000 --> 00:04:58.000]   >> It's not going to --
[00:04:58.000 --> 00:04:59.000]   >> It's not going to --
[00:04:59.000 --> 00:05:00.000]   >> It's not going to --
[00:05:00.000 --> 00:05:01.000]   >> It's not going to --
[00:05:01.000 --> 00:05:02.000]   >> It's not going to --
[00:05:02.000 --> 00:05:03.000]   >> It's not going to --
[00:05:03.000 --> 00:05:04.000]   >> It's not going to --
[00:05:04.000 --> 00:05:05.000]   >> It's not going to --
[00:05:05.000 --> 00:05:06.000]   >> It's not going to --
[00:05:06.000 --> 00:05:07.000]   >> It's going to be --
[00:05:07.000 --> 00:05:08.000]   >> It's going to be --
[00:05:08.000 --> 00:05:09.000]   >> -- it's going to be --
[00:05:09.000 --> 00:05:10.000]   >> -- it's going to be --
[00:05:10.000 --> 00:05:11.000]   >> -- it's going to be --
[00:05:11.000 --> 00:05:12.000]   >> -- it's going to be --
[00:05:12.000 --> 00:05:13.000]   >> -- it's going to be --
[00:05:13.000 --> 00:05:14.000]   >> -- it's going to be --
[00:05:14.000 --> 00:05:15.000]   >> -- it's going to be --
[00:05:15.000 --> 00:05:16.000]   >> -- it's going to be --
[00:05:16.000 --> 00:05:17.000]   >> -- it's going to be --
[00:05:17.000 --> 00:05:18.000]   >> -- it's going to be --
[00:05:18.000 --> 00:05:19.000]   >> -- it's going to be --
[00:05:19.000 --> 00:05:20.000]   >> -- it's going to be --
[00:05:20.000 --> 00:05:21.000]   >> -- it's going to be --
[00:05:21.000 --> 00:05:22.000]   >> -- it's going to be --
[00:05:22.000 --> 00:05:23.000]   >> -- it's going to be --
[00:05:23.000 --> 00:05:24.000]   >> -- it's going to be --
[00:05:24.000 --> 00:05:25.000]   >> -- it's going to be --
[00:05:25.000 --> 00:05:26.000]   >> -- it's going to be --
[00:05:26.000 --> 00:05:27.000]   >> -- it's going to be --
[00:05:27.000 --> 00:05:28.000]   >> -- it's going to be --
[00:05:28.000 --> 00:05:29.000]   >> -- it's going to be --
[00:05:29.000 --> 00:05:30.000]   >> -- it's going to be --
[00:05:30.000 --> 00:05:31.000]   >> -- it's going to be --
[00:05:31.000 --> 00:05:32.000]   >> -- it's going to be --
[00:05:33.000 --> 00:05:34.000]   >> -- it's going to be --
[00:05:34.000 --> 00:05:35.000]   >> -- it's going to be --
[00:05:35.000 --> 00:05:36.000]   >> -- it's going to be --
[00:05:36.000 --> 00:05:37.000]   >> -- it's going to be --
[00:05:37.000 --> 00:05:38.000]   >> -- it's going to be --
[00:05:38.000 --> 00:05:39.000]   >> -- it's going to be --
[00:05:39.000 --> 00:05:40.000]   >> -- it's going to be --
[00:05:40.000 --> 00:05:41.000]   >> -- it's going to be --
[00:05:41.000 --> 00:05:42.000]   >> -- it's going to be --
[00:05:42.000 --> 00:05:43.000]   >> -- it's going to be --
[00:05:43.000 --> 00:05:44.000]   >> -- it's going to be --
[00:05:44.000 --> 00:05:45.000]   >> -- it's going to be --
[00:05:45.000 --> 00:05:46.000]   >> -- it's going to be --
[00:05:46.000 --> 00:05:47.000]   >> -- it's going to be --
[00:05:47.000 --> 00:05:48.000]   >> -- it's going to be --
[00:05:48.000 --> 00:05:49.000]   >> -- it's going to be --
[00:05:49.000 --> 00:05:50.000]   >> -- it's going to be --
[00:05:50.000 --> 00:05:51.000]   >> -- it's going to be --
[00:05:51.000 --> 00:05:52.000]   >> -- it's going to be --
[00:05:52.000 --> 00:05:53.000]   >> -- it's going to be --
[00:05:53.000 --> 00:05:54.000]   >> -- it's going to be --
[00:05:54.000 --> 00:05:55.000]   >> -- it's going to be --
[00:05:55.000 --> 00:05:57.000]   >> -- it's going to be --
[00:05:57.000 --> 00:05:58.000]   >> -- it's going to be --
[00:05:58.000 --> 00:05:59.000]   >> -- it's going to be --
[00:05:59.000 --> 00:06:00.000]   >> -- it's going to be --
[00:06:00.000 --> 00:06:01.000]   >> -- it's going to be --
[00:06:01.000 --> 00:06:02.000]   >> -- it's going to be --
[00:06:02.000 --> 00:06:03.000]   >> -- it's going to be --
[00:06:03.000 --> 00:06:04.000]   >> -- it's going to be --
[00:06:04.000 --> 00:06:05.000]   >> -- it's going to be --
[00:06:05.000 --> 00:06:06.000]   >> -- it's going to be --
[00:06:06.000 --> 00:06:07.000]   >> -- it's going to be --
[00:06:07.000 --> 00:06:08.000]   >> -- it's going to be --
[00:06:08.000 --> 00:06:09.000]   >> -- it's going to be --
[00:06:09.000 --> 00:06:10.000]   >> -- it's going to be --
[00:06:10.000 --> 00:06:11.000]   >> -- it's going to be --
[00:06:11.000 --> 00:06:12.000]   >> -- it's going to be --
[00:06:12.000 --> 00:06:13.000]   >> -- it's going to be --
[00:06:13.000 --> 00:06:14.000]   >> -- it's going to be --
[00:06:14.000 --> 00:06:15.000]   >> -- it's going to be --
[00:06:15.000 --> 00:06:16.000]   >> -- it's going to be --
[00:06:16.000 --> 00:06:17.000]   >> -- it's going to be --
[00:06:17.000 --> 00:06:18.000]   >> -- it's going to be --
[00:06:18.000 --> 00:06:19.000]   >> -- it's going to be --
[00:06:19.000 --> 00:06:20.000]   >> -- it's going to be --
[00:06:20.000 --> 00:06:21.000]   >> -- it's going to be --
[00:06:21.000 --> 00:06:22.000]   >> -- it's going to be --
[00:06:22.000 --> 00:06:23.000]   >> -- it's going to be --
[00:06:23.000 --> 00:06:24.000]   >> -- it's going to be --
[00:06:24.000 --> 00:06:25.000]   >> -- it's going to be --
[00:06:25.000 --> 00:06:26.000]   >> -- it's going to be --
[00:06:26.000 --> 00:06:27.000]   >> -- it's going to be --
[00:06:27.000 --> 00:06:28.000]   >> -- it's going to be --
[00:06:28.000 --> 00:06:29.000]   >> -- it's going to be --
[00:06:29.000 --> 00:06:30.000]   >> -- it's going to be --
[00:06:30.000 --> 00:06:31.000]   >> -- it's going to be --
[00:06:31.000 --> 00:06:32.000]   >> -- it's going to be --
[00:06:32.000 --> 00:06:33.000]   >> -- it's going to be --
[00:06:33.000 --> 00:06:34.000]   >> -- it's going to be --
[00:06:34.000 --> 00:06:35.000]   >> -- it's going to be --
[00:06:35.000 --> 00:06:36.000]   >> -- it's going to be --
[00:06:36.000 --> 00:06:37.000]   >> -- it's going to be --
[00:06:37.000 --> 00:06:38.000]   >> -- it's going to be --
[00:06:38.000 --> 00:06:39.000]   >> -- it's going to be --
[00:06:39.000 --> 00:06:40.000]   >> -- it's going to be --
[00:06:41.000 --> 00:06:42.000]   >> -- it's going to be --
[00:06:42.000 --> 00:06:43.000]   >> -- it's going to be --
[00:06:43.000 --> 00:06:44.000]   >> -- it's going to be --
[00:06:44.000 --> 00:06:45.000]   >> -- it's going to be --
[00:06:45.000 --> 00:06:46.000]   >> -- it's going to be --
[00:06:46.000 --> 00:06:47.000]   >> -- it's going to be --
[00:06:47.000 --> 00:06:48.000]   >> -- it's going to be --
[00:06:48.000 --> 00:06:49.000]   >> -- it's going to be --
[00:06:49.000 --> 00:06:50.000]   >> -- it's going to be --
[00:06:50.000 --> 00:06:51.000]   >> -- it's going to be --
[00:06:51.000 --> 00:06:52.000]   >> -- it's going to be --
[00:06:52.000 --> 00:06:53.000]   >> -- it's going to be --
[00:06:53.000 --> 00:06:54.000]   >> -- it's going to be --
[00:06:54.000 --> 00:06:55.000]   >> -- it's going to be --
[00:06:55.000 --> 00:06:56.000]   >> -- it's going to be --
[00:06:56.000 --> 00:06:57.000]   >> -- it's going to be --
[00:06:57.000 --> 00:06:58.000]   >> -- it's going to be --
[00:06:58.000 --> 00:06:59.000]   >> -- it's going to be --
[00:06:59.000 --> 00:07:00.000]   >> -- it's going to be --
[00:07:00.000 --> 00:07:01.000]   >> -- it's going to be --
[00:07:01.000 --> 00:07:02.000]   >> -- it's going to be --
[00:07:02.000 --> 00:07:03.000]   >> -- it's going to be --
[00:07:04.000 --> 00:07:05.000]   >> -- it's going to be --
[00:07:05.000 --> 00:07:06.000]   >> -- it's going to be --
[00:07:06.000 --> 00:07:07.000]   >> -- it's going to be --
[00:07:07.000 --> 00:07:08.000]   >> -- it's going to be --
[00:07:08.000 --> 00:07:09.000]   >> -- it's going to be --
[00:07:09.000 --> 00:07:10.000]   >> -- it's going to be --
[00:07:10.000 --> 00:07:11.000]   >> -- it's going to be --
[00:07:11.000 --> 00:07:12.000]   >> -- it's going to be --
[00:07:12.000 --> 00:07:13.000]   >> -- it's going to be --
[00:07:13.000 --> 00:07:14.000]   >> -- it's going to be --
[00:07:14.000 --> 00:07:15.000]   >> -- it's going to be --
[00:07:15.000 --> 00:07:16.000]   >> -- it's going to be --
[00:07:16.000 --> 00:07:17.000]   >> -- it's going to be --
[00:07:17.000 --> 00:07:18.000]   >> -- it's going to be --
[00:07:18.000 --> 00:07:19.000]   >> -- it's going to be --
[00:07:19.000 --> 00:07:20.000]   >> -- it's going to be --
[00:07:20.000 --> 00:07:21.000]   >> -- it's going to be --
[00:07:21.000 --> 00:07:22.000]   >> -- it's going to be --
[00:07:22.000 --> 00:07:23.000]   >> -- it's going to be --
[00:07:23.000 --> 00:07:24.000]   >> -- it's going to be --
[00:07:24.000 --> 00:07:25.000]   >> -- it's going to be --
[00:07:25.000 --> 00:07:26.000]   >> -- it's going to be --
[00:07:27.000 --> 00:07:28.000]   >> -- it's going to be --
[00:07:28.000 --> 00:07:29.000]   >> -- it's going to be --
[00:07:29.000 --> 00:07:30.000]   >> -- it's going to be --
[00:07:30.000 --> 00:07:31.000]   >> -- it's going to be --
[00:07:31.000 --> 00:07:32.000]   >> -- it's going to be --
